week,TREAT,STATION,CARD,ABIPN,BURSI,C7,CMAC,CSTIG,CTRIF,CYCSP,H13,HAXY,HCONV,HGLAC,HPARN,HVAR,PQUA,CANTHARID,LAMPY,LCW,MECOP,X20SPOT,OTHER,Syrphidae,Ichneumonoidea,Chalcidoidea,Lepidoptera,Orthoptera,TRAPS
27,CF,5,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,45,0,0,3
27,DF,1,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,188,48,1,0,3
27,DF,2,New21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,0,0,1,28,34,1,0,3
27,DF,3,Old21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,2,0,0,0,32,51,0,0,3
27,DF,4,New21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,3,21,59,1,0,3
27,DF,5,Old21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,37,34,0,0,3
27,SF,1,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,9,18,0,0,3
27,SF,2,New21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,19,117,2,0,3
27,SF,3,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,40,0,0,3
27,SF,4,New21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,7,49,0,0,3
27,SF,5,Old21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,56,0,0,3
29,1,1,Old21,0,0,1,0,0,0,0,0,15,1,0,0,0,0,0,6,3,0,0,0,8,2,133,0,0,6
29,1,2,New21,0,0,1,0,0,0,0,0,12,0,0,0,1,0,0,13,3,0,0,0,21,1,128,0,0,6
29,1,3,Old21,0,0,2,0,0,0,0,0,15,0,0,0,2,0,0,15,3,0,0,0,11,3,156,0,0,6
29,1,4,New21,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,11,2,0,0,0,24,5,126,1,0,6
29,1,5,Old21,0,0,3,0,0,0,0,0,20,0,0,0,3,1,0,12,2,0,0,0,12,1,132,1,0,6
29,2,1,Old21,0,0,4,0,0,0,0,0,4,1,0,0,2,0,0,13,3,0,0,0,7,5,128,2,0,6
29,2,2,New21,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,14,2,0,0,0,20,5,120,0,0,6
29,2,3,Old21,0,0,1,0,0,0,0,0,5,0,0,0,2,0,0,10,4,0,0,0,9,5,96,0,0,6
29,2,4,New21,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,14,1,0,0,0,11,1,127,0,0,6
29,2,5,Old21,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,16,3,0,0,0,7,6,116,0,0,6
29,3,1,Old21,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,14,3,0,0,0,1,0,97,0,0,6
29,3,2,New21,0,0,5,0,0,0,0,0,6,0,0,0,3,0,0,6,1,0,0,0,6,0,90,1,0,6
29,3,3,Old21,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,14,0,0,0,0,3,1,81,0,0,6
29,3,4,New21,0,0,2,0,0,0,0,0,1,2,0,0,4,0,0,11,2,0,0,0,2,3,117,2,0,6
29,3,5,Old21,0,0,1,0,0,0,0,0,3,0,0,0,1,1,0,10,3,0,0,0,3,4,74,1,0,6
29,4,1,Old21,0,0,2,0,0,0,0,0,3,0,0,0,6,0,0,3,2,0,0,0,2,2,74,0,0,5
29,4,2,New21,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,3,1,87,1,0,5
29,4,3,Old21,0,0,3,0,0,0,0,0,3,0,0,0,2,0,0,4,1,0,0,0,2,2,73,0,0,5
29,4,4,New21,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,8,2,0,0,0,10,2,84,0,0,5
29,4,5,Old21,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,8,8,0,0,0,3,5,70,0,0,5
29,5,1,Old21,0,0,1,0,0,0,0,0,10,1,0,1,1,0,0,5,8,0,0,0,0,7,135,0,0,6
29,5,2,New21,0,0,0,0,0,0,0,0,5,1,0,1,1,1,0,2,2,0,0,0,2,14,228,0,0,6
29,5,3,Old21,0,0,3,0,0,0,1,0,8,0,0,0,1,1,1,10,6,0,0,0,2,11,159,1,0,6
29,5,4,New21,0,0,2,0,0,0,0,0,7,0,0,0,0,5,0,3,6,0,1,0,6,6,169,0,0,6
29,5,5,Old21,0,0,1,0,0,0,0,0,6,0,0,1,2,0,0,4,4,0,0,0,1,18,143,0,0,6
29,6,1,Old21,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,11,4,0,1,0,4,19,458,0,0,6
29,6,2,New21,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,9,2,0,0,0,9,13,931,0,0,6
29,6,3,Old21,0,0,1,0,0,0,0,0,4,0,0,0,1,3,0,12,3,0,0,0,1,10,503,0,0,6
29,6,4,New21,0,0,1,0,0,0,1,0,0,0,0,2,0,4,0,13,1,0,0,0,4,9,841,0,0,6
29,6,5,Old21,0,0,2,0,0,0,0,0,0,0,0,1,0,4,0,14,3,0,0,0,2,8,418,0,0,6
29,7,1,Old21,0,0,0,1,0,0,0,0,9,0,0,1,0,0,0,4,4,0,0,0,1,8,71,0,0,6
29,7,2,New21,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,4,7,0,0,0,3,14,125,0,0,6
29,7,3,Old21,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,6,7,0,0,0,0,7,88,0,0,6
29,7,4,New21,0,0,3,0,0,0,0,0,10,0,0,0,0,1,0,4,4,0,1,0,6,8,87,1,0,6
29,7,5,Old21,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,6,9,2,0,0,1,13,73,0,0,6
29,CF,1,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,41,0,0,3
29,CF,2,New21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,16,54,0,0,3
29,CF,3,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,26,0,0,3
29,CF,4,New21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,9,46,0,0,3
29,CF,5,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,46,0,0,3
29,DF,1,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,29,20,1,0,3
29,DF,2,New21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19,17,0,0,3
29,DF,3,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,21,25,0,0,3
29,DF,4,New21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,18,26,0,0,3
29,DF,5,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21,25,0,0,3
29,SF,1,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,40,0,0,3
29,SF,2,New21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,8,537,0,0,3
29,SF,3,Old21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,27,35,0,0,3
29,SF,4,New21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,2,6,42,0,0,3
29,SF,5,Old21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,25,0,0,3
31,1,1,Old21,0,0,2,1,0,0,0,0,32,1,0,0,1,1,0,16,0,0,0,0,2,4,92,0,0,6
31,1,2,New21,0,0,0,0,0,0,0,0,26,0,0,0,1,2,1,16,1,0,0,0,6,6,93,0,0,6
31,1,3,Old21,0,1,2,1,0,0,0,0,34,0,0,0,1,3,0,20,0,0,0,0,5,5,106,0,0,6
31,1,4,New21,0,0,3,1,0,0,0,0,35,0,0,1,0,5,0,16,1,0,0,0,2,4,74,0,0,6
31,1,5,Old21,0,1,1,0,0,0,0,0,35,0,0,2,1,2,1,18,0,0,0,0,2,2,61,0,0,6
31,2,1,Old21,0,0,2,0,0,0,0,0,20,0,0,0,1,1,0,20,3,0,0,0,0,4,67,0,0,6
31,2,2,New21,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,16,1,0,0,0,2,2,73,0,0,6
31,2,3,Old21,0,0,2,0,0,0,0,0,10,0,0,0,0,1,1,21,2,0,0,0,0,6,93,1,0,6
31,2,4,New21,0,0,5,0,0,0,0,0,10,0,0,0,2,4,0,21,2,0,0,0,2,4,73,0,0,6
31,2,5,Old21,0,0,2,0,1,0,0,0,14,0,0,0,1,0,1,26,2,0,1,1,1,2,76,0,0,6
31,3,1,Old21,0,0,3,0,0,0,0,0,9,0,0,0,2,0,0,20,3,0,0,0,0,4,111,0,0,6
31,3,2,New21,0,0,1,0,0,0,0,0,12,0,0,0,0,0,1,25,1,0,0,0,2,3,84,0,1,6
31,3,3,Old21,0,0,1,0,0,0,0,0,10,1,0,0,1,0,0,26,2,0,0,0,2,2,87,0,0,6
31,3,4,New21,0,0,2,1,0,0,0,0,7,0,0,0,1,0,0,17,2,0,0,0,0,1,87,1,0,6
31,3,5,Old21,0,0,4,0,0,0,0,0,5,1,0,0,1,0,0,19,9,0,0,0,0,1,68,0,0,6
31,4,1,Old21,0,0,2,0,0,0,0,0,6,0,0,0,1,0,0,17,3,0,0,0,1,3,86,0,0,6
31,4,2,New21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,8,0,0,0,0,0,1,129,0,0,6
31,4,3,Old21,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,12,2,0,0,0,3,1,95,1,0,6
31,4,4,New21,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,15,5,0,0,0,0,0,67,0,0,6
31,4,5,Old21,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,19,10,0,0,0,0,3,76,1,0,6
