"DATE","SPID","ADULTS","TRAPID"
"7/30/2020","LCW",0,136
"8/6/2020","CSTIG",0,136
"8/6/2020","CANTHARID",0,136
"6/24/2020","LAMPY",0,136
"7/23/2020","CMAC",0,136
"8/27/2020","PQUA",0,136
"7/30/2020","HPARN",0,136
"9/3/2020","CTRIF",0,136
"7/30/2020","LAMPY",0,136
"7/16/2020","X20SPOT",0,136
"6/18/2020","CANTHARID",0,136
"6/18/2020","C7",1,136
"7/30/2020","ABIPN",0,136
"6/11/2020","HGLAC",0,136
"7/1/2020","CTRIF",0,136
"6/18/2020","CYCSP",0,136
"6/18/2020","PQUA",0,136
"8/6/2020","LAMPY",0,136
"6/18/2020","HGLAC",0,136
"7/10/2020","HCONV",0,136
"9/3/2020","CANTHARID",0,136
"8/27/2020","BURSI",0,136
"8/6/2020","HGLAC",0,136
"7/10/2020","HVAR",0,136
"7/16/2020","H13",0,136
"8/13/2020","PQUA",0,136
"6/24/2020","HPARN",0,136
"6/24/2020","MECOP",0,136
"8/20/2020","CMAC",0,136
"7/10/2020","BURSI",0,136
"7/1/2020","MECOP",0,136
"7/30/2020","CTRIF",0,136
"7/10/2020","CTRIF",0,136
"7/23/2020","HCONV",0,136
"8/27/2020","MECOP",0,136
"8/6/2020","HAXY",0,136
"7/23/2020","BURSI",0,136
"6/24/2020","HAXY",0,136
"8/6/2020","HVAR",0,136
"6/24/2020","CYCSP",0,136
"8/20/2020","BURSI",0,136
"7/10/2020","ABIPN",0,136
"7/10/2020","LAMPY",0,136
"7/1/2020","CYCSP",0,136
"6/18/2020","HVAR",0,136
"8/13/2020","MECOP",0,136
"7/1/2020","HAXY",0,136
"6/24/2020","C7",0,136
"6/11/2020","CSTIG",0,136
"7/16/2020","ABIPN",0,136
"7/30/2020","HAXY",0,136
"6/18/2020","X20SPOT",0,136
"8/27/2020","CTRIF",0,136
"6/24/2020","CANTHARID",0,136
"7/1/2020","HGLAC",0,136
"6/18/2020","HAXY",0,136
"8/27/2020","C7",0,136
"6/24/2020","PQUA",0,136
"7/16/2020","CMAC",0,136
"7/30/2020","CYCSP",0,136
"7/1/2020","LAMPY",0,136
"7/30/2020","HVAR",0,136
"6/11/2020","C7",0,136
"7/10/2020","MECOP",0,136
"6/24/2020","LCW",0,136
"8/6/2020","X20SPOT",0,136
"7/30/2020","C7",0,136
"8/27/2020","ABIPN",0,136
"7/16/2020","BURSI",0,136
"6/11/2020","LAMPY",0,136
"7/10/2020","HGLAC",0,136
"7/30/2020","CSTIG",0,136
"8/20/2020","CSTIG",0,136
"8/27/2020","CMAC",0,136
"8/20/2020","CTRIF",0,136
"8/27/2020","H13",0,136
"6/18/2020","MECOP",0,136
"9/3/2020","BURSI",0,136
"7/1/2020","HCONV",0,136
"6/11/2020","CANTHARID",0,136
"8/6/2020","MECOP",0,136
"7/23/2020","H13",0,136
"7/1/2020","HVAR",0,136
"9/3/2020","ABIPN",0,136
"7/23/2020","CTRIF",0,136
"9/3/2020","C7",0,136
"7/1/2020","CMAC",0,136
"7/10/2020","C7",1,136
"7/1/2020","CANTHARID",0,136
"6/18/2020","LCW",0,136
"8/20/2020","ABIPN",0,136
"7/10/2020","HAXY",0,136
"6/11/2020","X20SPOT",0,136
"8/27/2020","CSTIG",0,136
"7/30/2020","CMAC",0,136
"7/1/2020","LCW",0,136
"6/18/2020","CTRIF",0,136
"6/18/2020","LAMPY",0,136
"6/24/2020","X20SPOT",0,136
"7/1/2020","HPARN",0,136
"7/30/2020","HGLAC",0,136
"7/30/2020","HCONV",0,136
"7/10/2020","CYCSP",0,136
"7/1/2020","H13",0,136
"7/30/2020","BURSI",0,136
"6/11/2020","HVAR",0,136
"8/6/2020","LCW",0,136
"7/30/2020","H13",0,136
"6/11/2020","LCW",0,136
"7/10/2020","CSTIG",0,136
"6/18/2020","HPARN",0,136
"6/24/2020","HVAR",0,136
"6/18/2020","HCONV",0,136
"6/24/2020","LAMPY",0,137
"7/30/2020","X20SPOT",0,137
"8/27/2020","LAMPY",0,137
"8/20/2020","HAXY",0,137
"8/27/2020","C7",0,137
"7/23/2020","HVAR",0,137
"7/16/2020","LCW",0,137
"7/30/2020","LCW",0,137
"8/20/2020","CANTHARID",0,137
"8/27/2020","HPARN",0,137
"7/23/2020","HCONV",0,137
"9/3/2020","HAXY",0,137
"8/27/2020","MECOP",0,137
"6/18/2020","MECOP",0,137
"9/3/2020","LAMPY",0,137
"6/24/2020","MECOP",0,137
"8/27/2020","PQUA",0,137
"8/13/2020","ABIPN",0,137
"7/16/2020","HVAR",0,137
"8/6/2020","PQUA",1,137
"8/13/2020","X20SPOT",0,137
"8/27/2020","HVAR",0,137
"8/13/2020","CSTIG",0,137
"8/13/2020","C7",0,137
"7/23/2020","CMAC",0,137
"7/10/2020","MECOP",0,137
"9/3/2020","MECOP",0,137
"8/20/2020","H13",0,137
"6/18/2020","CYCSP",0,137
"6/24/2020","HPARN",0,137
"8/20/2020","CTRIF",0,137
"8/27/2020","CYCSP",0,137
"7/10/2020","LAMPY",0,137
"8/20/2020","HPARN",0,137
"7/16/2020","HCONV",0,137
"7/30/2020","HVAR",0,137
"7/23/2020","H13",0,137
"9/3/2020","HVAR",0,137
"8/13/2020","BURSI",0,137
"9/3/2020","CTRIF",0,137
"6/18/2020","HAXY",0,137
"7/1/2020","PQUA",0,137
"7/30/2020","ABIPN",0,137
"6/24/2020","ABIPN",0,137
"8/27/2020","CANTHARID",0,137
"9/3/2020","X20SPOT",0,137
"7/10/2020","HVAR",0,137
"7/23/2020","MECOP",0,137
"7/23/2020","LAMPY",0,137
"8/20/2020","LAMPY",0,137
"9/3/2020","HPARN",0,137
"8/20/2020","MECOP",0,137
"7/30/2020","HPARN",0,137
"9/3/2020","PQUA",0,137
"7/1/2020","CSTIG",0,137
"6/11/2020","CTRIF",0,137
"9/3/2020","LCW",0,137
"7/23/2020","C7",0,137
"7/30/2020","H13",0,137
"8/13/2020","CTRIF",0,137
"7/30/2020","CTRIF",0,137
"6/24/2020","HCONV",0,137
"7/23/2020","PQUA",0,137
"9/3/2020","H13",0,137
"8/13/2020","LCW",0,137
"8/20/2020","HGLAC",0,137
"8/13/2020","HPARN",0,137
"9/3/2020","HGLAC",0,137
"7/1/2020","CANTHARID",0,137
"7/10/2020","CTRIF",0,137
"6/11/2020","HPARN",0,137
"8/27/2020","HAXY",0,137
"9/3/2020","CMAC",0,137
"7/30/2020","LAMPY",0,137
"7/23/2020","HGLAC",0,137
"7/30/2020","CANTHARID",0,137
"8/13/2020","HAXY",0,137
"8/13/2020","CMAC",2,137
"7/30/2020","MECOP",0,137
"8/6/2020","LAMPY",0,137
"8/6/2020","MECOP",0,137
"7/30/2020","CMAC",1,137
"6/24/2020","CTRIF",0,137
"9/3/2020","CSTIG",0,137
"8/27/2020","X20SPOT",0,137
"7/10/2020","BURSI",0,137
"7/1/2020","HVAR",0,137
"7/30/2020","HCONV",0,137
"6/24/2020","PQUA",0,137
"8/13/2020","CYCSP",0,137
"7/23/2020","CTRIF",0,137
"8/6/2020","BURSI",0,137
"8/6/2020","CMAC",0,137
"6/11/2020","CMAC",0,137
"7/10/2020","CMAC",0,137
"7/30/2020","C7",0,137
"8/6/2020","X20SPOT",0,137
"7/10/2020","LCW",0,137
"9/3/2020","CYCSP",0,137
"9/3/2020","HCONV",0,137
"8/27/2020","H13",0,137
"7/10/2020","HGLAC",0,137
"7/16/2020","LAMPY",0,137
"8/20/2020","PQUA",0,137
"8/20/2020","BURSI",0,137
"8/20/2020","C7",0,137
"7/23/2020","HAXY",0,137
"8/6/2020","CTRIF",0,137
"8/13/2020","HGLAC",0,137
"7/23/2020","HPARN",0,137
"7/16/2020","ABIPN",0,137
"8/13/2020","PQUA",0,137
"8/13/2020","MECOP",0,137
"6/24/2020","LCW",0,137
"7/10/2020","X20SPOT",0,137
"7/16/2020","X20SPOT",0,137
"6/24/2020","CANTHARID",0,137
"8/20/2020","X20SPOT",0,137
"7/23/2020","X20SPOT",0,137
"6/24/2020","C7",0,137
"7/16/2020","CSTIG",0,137
"6/24/2020","CSTIG",0,137
"7/16/2020","CMAC",0,137
"6/18/2020","HCONV",0,137
"6/18/2020","ABIPN",0,137
"6/18/2020","C7",0,137
"7/30/2020","CSTIG",0,137
"7/16/2020","CYCSP",0,137
"7/10/2020","ABIPN",0,137
"8/27/2020","ABIPN",0,137
"7/16/2020","CANTHARID",0,137
"6/18/2020","LAMPY",0,137
"6/18/2020","HPARN",0,137
"7/10/2020","CYCSP",0,137
"7/23/2020","LCW",1,137
"7/1/2020","HGLAC",0,137
"6/11/2020","BURSI",0,137
"8/20/2020","LCW",0,137
"7/16/2020","HAXY",0,137
"7/16/2020","HGLAC",0,137
"7/16/2020","H13",0,137
"9/3/2020","CANTHARID",0,137
"7/23/2020","CYCSP",0,137
"9/3/2020","C7",0,137
"7/16/2020","MECOP",0,137
"8/27/2020","CTRIF",0,137
"7/30/2020","HGLAC",0,137
"6/24/2020","X20SPOT",0,137
"7/10/2020","HAXY",0,137
"7/23/2020","CSTIG",0,137
"7/1/2020","MECOP",0,137
"8/20/2020","HCONV",0,137
"8/6/2020","CSTIG",0,137
"7/30/2020","PQUA",0,137
"7/10/2020","CANTHARID",0,137
"6/24/2020","CYCSP",0,137
"7/16/2020","PQUA",0,137
"7/23/2020","CANTHARID",0,137
"8/20/2020","HVAR",0,137
"6/11/2020","LAMPY",0,137
"6/11/2020","CYCSP",0,137
"8/6/2020","C7",0,137
"8/6/2020","H13",0,137
"6/11/2020","C7",0,137
"8/13/2020","H13",0,137
"8/27/2020","BURSI",0,137
"7/1/2020","HCONV",0,137
"8/6/2020","CANTHARID",0,137
"8/6/2020","LCW",0,137
"7/1/2020","LAMPY",0,137
"8/13/2020","HVAR",0,137
"7/1/2020","ABIPN",0,137
"6/24/2020","H13",0,137
"6/11/2020","LCW",0,137
"8/6/2020","CYCSP",0,137
"7/16/2020","C7",0,137
"8/20/2020","CMAC",0,137
"7/16/2020","HPARN",0,137
"7/1/2020","X20SPOT",0,137
"6/11/2020","HVAR",0,137
"6/18/2020","CTRIF",0,137
"7/23/2020","ABIPN",0,137
"7/23/2020","BURSI",0,137
"7/16/2020","CTRIF",0,137
"6/18/2020","CANTHARID",0,137
"8/20/2020","CYCSP",0,137
"6/18/2020","LCW",0,137
"6/18/2020","PQUA",0,137
"6/11/2020","X20SPOT",0,137
"8/6/2020","ABIPN",0,137
"7/10/2020","HCONV",0,137
"6/24/2020","HGLAC",0,137
"8/13/2020","HCONV",0,137
"6/18/2020","HVAR",1,137
"6/11/2020","ABIPN",0,137
"6/18/2020","CMAC",0,137
"7/10/2020","H13",0,137
"8/13/2020","CANTHARID",0,137
"8/27/2020","HGLAC",0,137
"6/18/2020","BURSI",0,137
"6/24/2020","HAXY",0,137
"8/27/2020","LCW",0,137
"8/6/2020","HAXY",0,137
"7/1/2020","LCW",0,137
"8/13/2020","LAMPY",0,137
"8/20/2020","CSTIG",0,137
"7/10/2020","PQUA",0,137
"6/18/2020","H13",0,137
"6/11/2020","H13",0,137
"7/30/2020","BURSI",0,137
"9/3/2020","BURSI",0,137
"7/1/2020","C7",0,137
"7/1/2020","CMAC",0,137
"6/11/2020","CSTIG",0,137
"7/1/2020","HAXY",0,137
"8/6/2020","HCONV",0,137
"7/30/2020","HAXY",0,137
"9/3/2020","ABIPN",0,137
"7/30/2020","CYCSP",0,137
"6/18/2020","X20SPOT",0,137
"7/10/2020","HPARN",0,137
"8/27/2020","HCONV",0,137
"8/20/2020","ABIPN",0,137
"6/11/2020","CANTHARID",0,137
"6/11/2020","MECOP",0,137
"8/27/2020","CMAC",0,137
"7/1/2020","CYCSP",0,137
"6/24/2020","HVAR",0,137
"8/6/2020","HPARN",0,137
"7/1/2020","H13",0,137
"7/10/2020","C7",0,137
"8/6/2020","HVAR",0,137
"6/24/2020","BURSI",0,137
"6/11/2020","HCONV",0,137
"6/11/2020","PQUA",0,137
"7/16/2020","BURSI",0,137
"6/18/2020","HGLAC",0,137
"8/6/2020","HGLAC",0,137
"7/1/2020","CTRIF",0,137
"6/11/2020","HGLAC",0,137
"6/18/2020","CSTIG",0,137
"6/11/2020","HAXY",0,137
"8/27/2020","CSTIG",0,137
"7/10/2020","CSTIG",0,137
"6/24/2020","CMAC",0,137
"7/1/2020","BURSI",0,137
"7/1/2020","HPARN",0,137
"8/6/2020","HVAR",0,138
"8/6/2020","LAMPY",0,138
"7/1/2020","CYCSP",0,138
"6/11/2020","CTRIF",0,138
"7/1/2020","HPARN",0,138
"6/18/2020","HAXY",0,138
"9/3/2020","H13",0,138
"8/6/2020","HAXY",0,138
"6/11/2020","HAXY",0,138
"8/6/2020","CSTIG",0,138
"7/1/2020","CMAC",0,138
"8/27/2020","H13",0,138
"8/6/2020","PQUA",0,138
"6/11/2020","HCONV",0,138
"8/6/2020","HGLAC",0,138
"6/24/2020","ABIPN",0,138
"6/11/2020","H13",0,138
"7/16/2020","PQUA",0,138
"6/18/2020","HGLAC",0,138
"7/10/2020","X20SPOT",0,138
"7/1/2020","HAXY",0,138
"7/1/2020","BURSI",0,138
"8/6/2020","HPARN",0,138
"8/20/2020","HPARN",0,138
"7/1/2020","CTRIF",0,138
"7/1/2020","H13",0,138
"6/18/2020","PQUA",0,138
"7/10/2020","MECOP",0,138
"6/11/2020","CYCSP",0,138
"8/6/2020","CTRIF",0,138
"7/1/2020","C7",0,138
"9/3/2020","HCONV",0,138
"8/6/2020","CMAC",0,138
"8/6/2020","CYCSP",0,138
"6/24/2020","LAMPY",0,138
"8/20/2020","LAMPY",0,138
"8/6/2020","MECOP",0,138
"8/20/2020","PQUA",0,138
"7/10/2020","ABIPN",0,138
"8/13/2020","PQUA",0,138
"8/13/2020","HCONV",0,138
"8/20/2020","X20SPOT",0,138
"6/24/2020","C7",1,138
"7/16/2020","ABIPN",0,138
"7/16/2020","LAMPY",0,138
"7/1/2020","LCW",0,138
"7/23/2020","HVAR",0,138
"6/18/2020","MECOP",0,138
"6/18/2020","C7",0,138
"6/18/2020","CTRIF",0,138
"8/6/2020","HCONV",0,138
"7/1/2020","HCONV",0,138
"7/23/2020","HPARN",0,138
"9/3/2020","CANTHARID",0,138
"6/18/2020","HVAR",0,138
"6/18/2020","HCONV",0,138
"7/1/2020","HVAR",0,138
"7/10/2020","CMAC",0,138
"8/13/2020","LCW",0,138
"9/3/2020","HPARN",0,138
"8/27/2020","X20SPOT",0,138
"7/23/2020","LCW",0,138
"8/20/2020","MECOP",0,138
"7/23/2020","HGLAC",0,138
"7/10/2020","LCW",0,138
"6/18/2020","CYCSP",0,138
"7/23/2020","CYCSP",0,138
"8/13/2020","LAMPY",0,138
"6/18/2020","CANTHARID",0,138
"8/6/2020","H13",0,138
"8/6/2020","CANTHARID",0,138
"7/1/2020","HGLAC",0,138
"6/18/2020","H13",0,138
"7/30/2020","LAMPY",1,138
"6/24/2020","MECOP",0,138
"8/20/2020","LCW",0,138
"6/18/2020","LAMPY",0,138
"7/10/2020","C7",0,138
"6/18/2020","HPARN",0,138
"6/11/2020","LCW",0,138
"6/24/2020","BURSI",0,138
"6/11/2020","HVAR",0,138
"6/11/2020","PQUA",0,138
"7/23/2020","MECOP",0,138
"6/11/2020","CSTIG",0,138
"8/27/2020","HAXY",0,138
"6/18/2020","X20SPOT",0,138
"7/1/2020","PQUA",0,138
"8/13/2020","HGLAC",0,138
"8/13/2020","CANTHARID",0,138
"7/30/2020","HGLAC",0,138
"6/18/2020","CMAC",0,138
"6/11/2020","ABIPN",0,138
"8/27/2020","LCW",0,138
"8/13/2020","C7",0,138
"9/3/2020","HGLAC",0,138
"6/24/2020","LCW",0,138
"7/30/2020","ABIPN",0,138
"8/20/2020","CANTHARID",0,138
"6/11/2020","MECOP",0,138
"8/13/2020","HVAR",0,138
"9/3/2020","PQUA",0,138
"8/27/2020","CANTHARID",0,138
"9/3/2020","MECOP",0,138
"7/16/2020","BURSI",0,138
"7/1/2020","ABIPN",0,138
"8/13/2020","MECOP",0,138
"7/10/2020","CANTHARID",0,138
"7/1/2020","CSTIG",0,138
"6/18/2020","BURSI",0,138
"9/3/2020","X20SPOT",0,138
"8/13/2020","ABIPN",0,138
"8/13/2020","X20SPOT",0,138
"7/16/2020","MECOP",0,138
"8/6/2020","ABIPN",0,138
"6/11/2020","BURSI",0,138
"8/13/2020","BURSI",0,138
"8/20/2020","HGLAC",0,138
"6/11/2020","HGLAC",0,138
"6/24/2020","X20SPOT",0,138
"7/23/2020","PQUA",0,138
"7/16/2020","X20SPOT",0,138
"7/16/2020","CANTHARID",0,138
"7/16/2020","LCW",0,138
"8/27/2020","HCONV",0,138
"7/1/2020","X20SPOT",0,138
"6/11/2020","CANTHARID",0,138
"8/20/2020","ABIPN",0,138
"8/13/2020","CYCSP",0,138
"7/30/2020","CANTHARID",0,138
"7/1/2020","MECOP",0,138
"8/6/2020","BURSI",0,138
"6/11/2020","C7",0,138
"7/30/2020","C7",0,138
"8/13/2020","HAXY",0,138
"6/11/2020","HPARN",0,138
"7/30/2020","CSTIG",0,138
"6/24/2020","CYCSP",0,138
"8/13/2020","CTRIF",0,138
"8/6/2020","X20SPOT",1,138
"7/30/2020","BURSI",0,138
"9/3/2020","LAMPY",0,138
"7/23/2020","CANTHARID",0,138
"7/30/2020","X20SPOT",0,138
"8/27/2020","PQUA",0,138
"7/23/2020","HAXY",0,138
"6/18/2020","ABIPN",0,138
"8/27/2020","HPARN",0,138
"9/3/2020","HVAR",0,138
"8/27/2020","LAMPY",0,138
"6/11/2020","CMAC",0,138
"8/6/2020","LCW",1,138
"7/30/2020","CYCSP",0,138
"8/20/2020","C7",0,138
"7/10/2020","CSTIG",0,138
"7/30/2020","CMAC",0,138
"6/24/2020","CMAC",0,138
"8/20/2020","HVAR",0,138
"7/1/2020","LAMPY",1,138
"7/23/2020","BURSI",0,138
"7/16/2020","CYCSP",0,138
"6/18/2020","LCW",0,138
"8/13/2020","CSTIG",0,138
"8/27/2020","HVAR",0,138
"8/13/2020","HPARN",0,138
"7/30/2020","MECOP",0,138
"8/13/2020","H13",0,138
"9/3/2020","C7",0,138
"9/3/2020","HAXY",0,138
"7/30/2020","CTRIF",0,138
"6/11/2020","X20SPOT",0,138
"7/23/2020","X20SPOT",0,138
"9/3/2020","LCW",0,138
"8/27/2020","MECOP",0,138
"7/16/2020","CTRIF",0,138
"7/23/2020","LAMPY",0,138
"8/6/2020","C7",0,138
"7/10/2020","BURSI",0,138
"7/1/2020","CANTHARID",0,138
"7/16/2020","CSTIG",0,138
"8/20/2020","CMAC",0,138
"6/18/2020","CSTIG",0,138
"8/27/2020","CYCSP",0,138
"8/20/2020","BURSI",0,138
"6/24/2020","CTRIF",0,138
"8/20/2020","CYCSP",0,138
"7/23/2020","CMAC",0,138
"8/27/2020","CMAC",0,138
"7/30/2020","HAXY",0,138
"6/24/2020","CSTIG",0,138
"9/3/2020","CMAC",0,138
"7/30/2020","PQUA",0,138
"7/10/2020","CTRIF",0,138
"6/24/2020","HAXY",0,138
"7/30/2020","H13",0,138
"7/10/2020","HAXY",1,138
"8/27/2020","ABIPN",0,138
"6/24/2020","HCONV",0,138
"8/13/2020","CMAC",1,138
"8/20/2020","CSTIG",0,138
"7/10/2020","CYCSP",0,138
"9/3/2020","CSTIG",0,138
"6/24/2020","HVAR",0,138
"7/10/2020","H13",0,138
"7/16/2020","C7",1,138
"8/27/2020","HGLAC",0,138
"7/23/2020","C7",0,138
"7/16/2020","H13",0,138
"9/3/2020","CYCSP",0,138
"7/30/2020","HVAR",0,138
"8/20/2020","CTRIF",0,138
"7/10/2020","HPARN",0,138
"8/20/2020","HAXY",0,138
"7/10/2020","PQUA",0,138
"8/20/2020","H13",0,138
"6/11/2020","LAMPY",0,138
"7/16/2020","HPARN",0,138
"7/16/2020","CMAC",0,138
"9/3/2020","ABIPN",0,138
"6/24/2020","HPARN",0,138
"7/30/2020","HCONV",0,138
"7/30/2020","LCW",1,138
"6/24/2020","H13",0,138
"7/10/2020","LAMPY",1,138
"7/16/2020","HVAR",0,138
"7/10/2020","HCONV",0,138
"8/27/2020","CTRIF",0,138
"7/16/2020","HAXY",0,138
"6/24/2020","HGLAC",0,138
"6/24/2020","PQUA",0,138
"7/23/2020","CSTIG",0,138
"7/23/2020","HCONV",0,138
"7/10/2020","HVAR",2,138
"7/30/2020","HPARN",0,138
"7/16/2020","HCONV",0,138
"8/27/2020","CSTIG",0,138
"7/23/2020","CTRIF",0,138
"8/27/2020","BURSI",0,138
"7/23/2020","H13",0,138
"8/20/2020","HCONV",0,138
"9/3/2020","BURSI",0,138
"7/23/2020","ABIPN",0,138
"8/27/2020","C7",0,138
"6/24/2020","CANTHARID",0,138
"9/3/2020","CTRIF",0,138
"7/16/2020","HGLAC",0,138
"7/10/2020","HGLAC",0,138
"6/24/2020","CANTHARID",0,139
"8/27/2020","PQUA",0,139
"7/23/2020","HCONV",0,139
"8/13/2020","CYCSP",0,139
"9/3/2020","HVAR",0,139
"8/27/2020","HPARN",0,139
"8/20/2020","CANTHARID",0,139
"6/11/2020","HPARN",0,139
"8/13/2020","HPARN",0,139
"7/16/2020","CMAC",0,139
"8/13/2020","C7",0,139
"7/30/2020","CANTHARID",0,139
"7/30/2020","PQUA",0,139
"7/23/2020","CANTHARID",0,139
"7/1/2020","HVAR",0,139
"8/13/2020","H13",0,139
"6/11/2020","CMAC",0,139
"8/27/2020","HGLAC",0,139
"7/30/2020","LCW",0,139
"8/13/2020","LCW",0,139
"9/3/2020","LAMPY",0,139
"7/30/2020","HVAR",0,139
"8/20/2020","LAMPY",0,139
"6/24/2020","LCW",0,139
"6/18/2020","CYCSP",0,139
"9/3/2020","CANTHARID",0,139
"6/18/2020","HCONV",0,139
"8/13/2020","HAXY",0,139
"9/3/2020","CTRIF",0,139
"7/23/2020","LAMPY",0,139
"8/13/2020","HCONV",0,139
"8/13/2020","CSTIG",0,139
"7/23/2020","LCW",0,139
"7/16/2020","LCW",1,139
"9/3/2020","CMAC",0,139
"9/3/2020","H13",0,139
"8/27/2020","LAMPY",0,139
"6/18/2020","MECOP",0,139
"8/6/2020","LCW",0,139
"7/10/2020","HVAR",0,139
"7/1/2020","HGLAC",0,139
"7/23/2020","MECOP",0,139
"6/24/2020","HPARN",0,139
"8/27/2020","X20SPOT",0,139
"9/3/2020","HAXY",0,139
"8/20/2020","MECOP",0,139
"7/16/2020","X20SPOT",0,139
"8/13/2020","HGLAC",0,139
"9/3/2020","HGLAC",0,139
"8/6/2020","X20SPOT",0,139
"6/18/2020","HAXY",0,139
"7/10/2020","BURSI",0,139
"6/24/2020","H13",0,139
"8/27/2020","ABIPN",0,139
"6/24/2020","X20SPOT",0,139
"8/6/2020","C7",0,139
"8/13/2020","CANTHARID",0,139
"6/11/2020","C7",0,139
"8/13/2020","CTRIF",0,139
"8/20/2020","HCONV",0,139
"8/20/2020","HGLAC",0,139
"7/30/2020","ABIPN",0,139
"6/11/2020","PQUA",0,139
"7/30/2020","BURSI",0,139
"7/30/2020","CTRIF",0,139
"7/10/2020","CMAC",0,139
"8/6/2020","PQUA",1,139
