DATE,DOY,week,TREAT,REP,STATION,ABIPN,BURSI,C7,CMAC,CSTIG,CTRIF,CYCSP,H13,HAXY,HCONV,HGLAC,HPARN,HVAR,PQUA,CANTHARID,LAMPY,LCW,MECOP,20SPOT,OTHER
6/6/2022,157,23,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6/6/2022,157,23,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6/6/2022,157,23,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/2022,157,23,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/2022,157,23,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/2022,157,23,2,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/2022,157,23,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6/6/2022,157,23,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/2022,157,23,2,4,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0
6/6/2022,157,23,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/2022,157,23,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/2022,157,23,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/2022,157,23,2,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6/6/2022,157,23,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/2022,157,23,2,5,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6/6/2022,157,23,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/2022,157,23,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/2022,157,23,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/2022,157,23,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/2022,157,23,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/2022,157,23,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/5/2022,186,27,7,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
7/5/2022,186,27,7,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
7/5/2022,186,27,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
7/5/2022,186,27,7,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
7/5/2022,186,27,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
8/22/2022,234,34,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
8/22/2022,234,34,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8/22/2022,234,34,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,5,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0
8/22/2022,234,34,5,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8/22/2022,234,34,5,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
8/22/2022,234,34,5,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8/22/2022,234,34,5,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8/22/2022,234,34,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8/22/2022,234,34,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,5,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0
8/22/2022,234,34,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8/22/2022,234,34,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
8/22/2022,234,34,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,5,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,5,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
8/22/2022,234,34,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
8/22/2022,234,34,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8/22/2022,234,34,5,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
8/22/2022,234,34,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8/22/2022,234,34,5,5,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
8/22/2022,234,34,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8/22/2022,234,34,5,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,0,0
8/22/2022,234,34,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
8/22/2022,234,34,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0
8/22/2022,234,34,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
8/22/2022,234,34,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8/22/2022,234,34,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8/22/2022,234,34,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8/22/2022,234,34,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8/22/2022,234,34,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8/22/2022,234,34,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,6,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8/22/2022,234,34,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8/22/2022,234,34,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8/22/2022,234,34,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8/22/2022,234,34,6,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8/22/2022,234,34,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8/22/2022,234,34,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
8/22/2022,234,34,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0
8/22/2022,234,34,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,7,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0,0
8/22/2022,234,34,7,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
8/22/2022,234,34,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
8/22/2022,234,34,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
8/22/2022,234,34,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
8/22/2022,234,34,7,2,5,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0
8/22/2022,234,34,7,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
8/22/2022,234,34,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8/22/2022,234,34,7,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0
8/22/2022,234,34,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
8/22/2022,234,34,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0
8/22/2022,234,34,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8/22/2022,234,34,7,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8/22/2022,234,34,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8/22/2022,234,34,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
8/22/2022,234,34,7,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0
8/22/2022,234,34,7,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0
8/22/2022,234,34,7,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,1,0,0,0
8/22/2022,234,34,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0
8/22/2022,234,34,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,234,34,7,6,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,1,0,0,0
8/22/2022,234,34,7,6,2,0,0,1,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0
8/22/2022,234,34,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8/22/2022,234,34,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
8/22/2022,234,34,7,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
6/20/2022,171,25,CF,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8/8/2022,220,32,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
8/8/2022,220,32,SF,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
