"DATE","SPID","ADULTS","TRAPID"
"8/6/2021","BURSI",0,212
"6/25/2021","ABIPN",0,212
"7/23/2021","HAXY",0,212
"6/11/2021","H13",0,212
"8/6/2021","CANTHARID",0,212
"6/4/2021","CSTIG",0,212
"6/17/2021","HGLAC",0,212
"7/15/2021","CYCSP",0,212
"7/2/2021","OTHER",0,212
"8/20/2021","CANTHARID",0,212
"6/4/2021","CANTHARID",0,212
"7/15/2021","X20SPOT",0,212
"7/2/2021","HVAR",0,212
"6/25/2021","OTHER",0,212
"7/23/2021","LCW",0,212
"7/30/2021","HVAR",0,212
"7/2/2021","H13",0,212
"8/13/2021","X20SPOT",0,212
"8/6/2021","HVAR",0,212
"6/25/2021","CANTHARID",0,212
"6/4/2021","C7",0,212
"7/30/2021","OTHER",0,212
"8/13/2021","LAMPY",0,212
"7/23/2021","HGLAC",0,212
"7/9/2021","CMAC",0,212
"7/2/2021","PQUA",0,212
"6/4/2021","HAXY",0,212
"6/4/2021","HCONV",0,212
"6/25/2021","CTRIF",0,212
"6/4/2021","CYCSP",0,212
"8/13/2021","OTHER",0,212
"6/4/2021","ABIPN",0,212
"8/6/2021","PQUA",0,212
"7/15/2021","CTRIF",0,212
"6/25/2021","HVAR",0,212
"8/20/2021","LCW",0,212
"6/17/2021","CYCSP",0,212
"6/11/2021","CMAC",0,212
"7/2/2021","C7",0,212
"8/6/2021","X20SPOT",0,212
"7/23/2021","ABIPN",0,212
"7/2/2021","CYCSP",0,212
"7/15/2021","HVAR",0,212
"6/4/2021","HGLAC",0,212
"6/4/2021","H13",0,212
"8/6/2021","HPARN",0,212
"7/15/2021","LAMPY",0,212
"7/9/2021","HVAR",0,212
"6/17/2021","H13",0,212
"7/23/2021","HVAR",0,212
"6/4/2021","MECOP",0,212
"7/15/2021","CMAC",0,212
"8/20/2021","HGLAC",0,212
"7/23/2021","CSTIG",0,212
"6/17/2021","MECOP",0,212
"6/11/2021","MECOP",0,212
"7/15/2021","PQUA",0,212
"7/30/2021","CYCSP",0,212
"6/4/2021","HPARN",0,212
"8/20/2021","C7",0,212
"6/4/2021","CTRIF",0,212
"8/20/2021","X20SPOT",0,212
"7/2/2021","BURSI",0,212
"7/9/2021","H13",0,212
"7/23/2021","PQUA",0,212
"7/30/2021","LAMPY",0,212
"7/23/2021","HCONV",0,212
"8/13/2021","CMAC",0,212
"6/17/2021","X20SPOT",0,212
"7/30/2021","PQUA",0,212
"8/13/2021","ABIPN",0,212
"7/2/2021","HAXY",0,212
"8/13/2021","LCW",0,212
"6/11/2021","HVAR",0,212
"6/11/2021","HCONV",0,212
"6/4/2021","CMAC",0,212
"8/6/2021","CSTIG",0,212
"8/6/2021","H13",0,212
"7/9/2021","ABIPN",0,212
"8/20/2021","PQUA",0,212
"8/6/2021","MECOP",4,212
"8/20/2021","H13",0,212
"7/23/2021","CTRIF",0,212
"6/17/2021","CMAC",0,212
"7/23/2021","X20SPOT",0,212
"7/9/2021","LAMPY",1,212
"6/11/2021","PQUA",0,212
"7/23/2021","C7",0,212
"6/25/2021","LCW",0,212
"6/11/2021","HGLAC",0,212
"8/6/2021","C7",0,212
"8/6/2021","HCONV",0,212
"6/17/2021","CSTIG",0,212
"7/2/2021","LCW",0,212
"7/15/2021","LCW",0,212
"6/25/2021","H13",0,212
"7/9/2021","OTHER",0,212
"8/6/2021","LAMPY",1,212
"7/2/2021","HGLAC",0,212
"7/9/2021","PQUA",0,212
"7/23/2021","OTHER",0,212
"7/15/2021","H13",0,212
"6/11/2021","HPARN",0,212
"6/17/2021","HAXY",0,212
"7/9/2021","CTRIF",0,212
"8/13/2021","CYCSP",0,212
"8/20/2021","HCONV",0,212
"8/20/2021","HVAR",0,212
"7/15/2021","MECOP",0,212
"7/9/2021","MECOP",0,212
"7/15/2021","HPARN",0,212
"8/20/2021","CYCSP",0,212
"7/30/2021","H13",0,212
"7/9/2021","CANTHARID",0,212
"7/30/2021","CSTIG",0,212
"8/13/2021","PQUA",0,212
"6/4/2021","OTHER",0,212
"8/13/2021","HAXY",0,212
"6/11/2021","CSTIG",0,212
"6/4/2021","LCW",0,212
"6/17/2021","ABIPN",0,212
"6/11/2021","LCW",0,212
"8/13/2021","BURSI",0,212
"7/30/2021","CANTHARID",0,212
"6/17/2021","PQUA",0,212
"7/30/2021","CTRIF",0,212
"7/30/2021","HAXY",0,212
"7/9/2021","HGLAC",0,212
"7/2/2021","CMAC",0,212
"6/17/2021","HCONV",0,212
"7/30/2021","ABIPN",0,212
"8/20/2021","OTHER",0,212
"7/30/2021","CMAC",0,212
"8/6/2021","ABIPN",0,212
"6/17/2021","BURSI",0,212
"8/13/2021","C7",0,212
"7/23/2021","CYCSP",0,212
"8/20/2021","HAXY",0,212
"7/9/2021","LCW",0,212
"6/17/2021","CANTHARID",0,212
"7/2/2021","CTRIF",0,212
"8/13/2021","HVAR",0,212
"7/23/2021","CMAC",0,212
"6/25/2021","LAMPY",1,212
"8/6/2021","HAXY",0,212
"7/9/2021","HCONV",0,212
"7/9/2021","HAXY",0,212
"6/4/2021","LAMPY",0,212
"6/11/2021","C7",0,212
"8/6/2021","OTHER",0,212
"6/4/2021","HVAR",0,212
"7/23/2021","MECOP",0,212
"8/20/2021","CMAC",0,212
"6/17/2021","LCW",0,212
"6/17/2021","LAMPY",1,212
"7/23/2021","BURSI",0,212
"8/6/2021","LCW",0,212
"7/2/2021","CSTIG",0,212
"7/23/2021","CANTHARID",0,212
"7/2/2021","CANTHARID",0,212
"7/9/2021","C7",0,212
"7/30/2021","HPARN",0,212
"6/25/2021","CYCSP",0,212
"7/30/2021","HCONV",0,212
"7/9/2021","X20SPOT",0,212
"7/2/2021","HCONV",0,212
"8/20/2021","CTRIF",0,212
"7/30/2021","C7",0,212
"6/11/2021","LAMPY",0,212
"7/30/2021","HGLAC",0,212
"7/30/2021","BURSI",0,212
"7/15/2021","ABIPN",0,212
"7/2/2021","LAMPY",0,212
"7/23/2021","H13",0,212
"6/25/2021","HGLAC",0,212
"7/9/2021","HPARN",0,212
"7/15/2021","CANTHARID",0,212
"6/25/2021","CSTIG",0,212
"6/11/2021","CANTHARID",0,212
"7/9/2021","BURSI",0,212
"8/6/2021","HGLAC",0,212
"7/2/2021","HPARN",0,212
"6/25/2021","HCONV",0,212
"6/17/2021","HVAR",0,212
"6/11/2021","ABIPN",0,212
"6/11/2021","X20SPOT",0,212
"6/25/2021","C7",0,212
"6/25/2021","CMAC",0,212
"8/20/2021","CSTIG",0,212
"7/15/2021","BURSI",0,212
"6/25/2021","HAXY",0,212
"7/15/2021","C7",0,212
"6/17/2021","C7",0,212
"8/20/2021","CANTHARID",0,213
"6/4/2021","CSTIG",0,213
"6/4/2021","CMAC",0,213
"8/13/2021","H13",0,213
"6/11/2021","H13",0,213
"7/2/2021","MECOP",0,213
"6/25/2021","LCW",0,213
"8/13/2021","HAXY",0,213
"7/30/2021","LCW",0,213
"8/13/2021","HCONV",0,213
"7/23/2021","HPARN",0,213
"6/4/2021","C7",0,213
"7/23/2021","HAXY",0,213
"6/25/2021","HVAR",0,213
"6/25/2021","MECOP",0,213
"6/11/2021","ABIPN",0,213
"7/9/2021","ABIPN",0,213
"8/20/2021","HAXY",0,213
"7/2/2021","ABIPN",0,213
"8/13/2021","HVAR",0,213
"8/20/2021","HCONV",0,213
"8/20/2021","LCW",0,213
"6/11/2021","BURSI",0,213
"7/2/2021","OTHER",0,213
"8/13/2021","MECOP",0,213
"7/15/2021","CMAC",0,213
"8/13/2021","C7",0,213
"8/13/2021","BURSI",0,213
"8/6/2021","C7",0,213
"6/11/2021","CANTHARID",0,213
"6/11/2021","CTRIF",0,213
"8/6/2021","PQUA",0,213
"7/9/2021","CANTHARID",0,213
"6/17/2021","CTRIF",0,213
"8/13/2021","CMAC",0,213
"6/25/2021","HPARN",0,213
"7/9/2021","CSTIG",0,213
"7/15/2021","LCW",0,213
"8/20/2021","BURSI",0,213
"8/13/2021","CYCSP",0,213
"6/4/2021","CANTHARID",0,213
"8/6/2021","CANTHARID",0,213
"7/30/2021","H13",0,213
"8/20/2021","LAMPY",0,213
"6/25/2021","ABIPN",0,213
"6/4/2021","CYCSP",0,213
"6/25/2021","LAMPY",0,213
"8/20/2021","OTHER",0,213
"7/30/2021","MECOP",0,213
"6/4/2021","X20SPOT",0,213
"7/2/2021","HVAR",0,213
"6/17/2021","HPARN",0,213
"8/20/2021","PQUA",0,213
"7/23/2021","LCW",0,213
"7/9/2021","PQUA",0,213
"7/2/2021","CYCSP",0,213
"7/9/2021","LAMPY",0,213
"8/6/2021","CTRIF",0,213
"7/15/2021","CYCSP",0,213
"6/4/2021","H13",0,213
"6/25/2021","PQUA",0,213
"6/11/2021","CSTIG",0,213
"8/13/2021","CTRIF",0,213
"8/20/2021","HPARN",0,213
"8/20/2021","H13",0,213
"7/23/2021","X20SPOT",0,213
"6/4/2021","HGLAC",0,213
"7/2/2021","HAXY",0,213
"8/20/2021","CTRIF",0,213
"6/17/2021","CANTHARID",0,213
"8/6/2021","CMAC",0,213
"6/11/2021","HAXY",0,213
"7/15/2021","CSTIG",0,213
"8/20/2021","X20SPOT",0,213
"7/23/2021","HGLAC",0,213
"6/4/2021","CTRIF",0,213
"8/6/2021","ABIPN",0,213
"6/4/2021","MECOP",0,213
"8/13/2021","HPARN",0,213
"8/13/2021","X20SPOT",0,213
"6/17/2021","PQUA",0,213
"6/25/2021","X20SPOT",0,213
"8/20/2021","CMAC",0,213
"8/13/2021","HGLAC",0,213
"8/6/2021","CSTIG",0,213
"7/9/2021","CTRIF",0,213
"8/20/2021","ABIPN",0,213
"6/11/2021","CYCSP",0,213
"6/4/2021","OTHER",0,213
"8/13/2021","CSTIG",0,213
"8/20/2021","HGLAC",0,213
"6/4/2021","HAXY",0,213
"8/6/2021","MECOP",1,213
"8/6/2021","HVAR",0,213
"7/15/2021","LAMPY",0,213
"7/2/2021","HCONV",0,213
"6/11/2021","PQUA",0,213
"6/17/2021","HGLAC",0,213
"7/15/2021","HCONV",0,213
"8/20/2021","MECOP",1,213
"7/9/2021","CYCSP",0,213
"7/30/2021","X20SPOT",0,213
"6/17/2021","CSTIG",0,213
"6/4/2021","BURSI",0,213
"6/25/2021","CYCSP",0,213
"8/6/2021","X20SPOT",0,213
"8/20/2021","CSTIG",0,213
"6/25/2021","BURSI",0,213
"7/2/2021","H13",0,213
"7/30/2021","CYCSP",0,213
"8/20/2021","C7",0,213
"7/30/2021","ABIPN",0,213
"7/15/2021","H13",0,213
"8/13/2021","LAMPY",0,213
"7/9/2021","BURSI",0,213
"6/25/2021","CANTHARID",0,213
"6/11/2021","C7",0,213
"7/2/2021","PQUA",0,213
"6/4/2021","LAMPY",0,213
"7/15/2021","HGLAC",0,213
"7/23/2021","MECOP",0,213
"8/13/2021","ABIPN",0,213
"8/20/2021","CYCSP",0,213
"6/11/2021","LAMPY",0,213
"6/17/2021","HCONV",0,213
"7/2/2021","X20SPOT",0,213
"6/11/2021","HCONV",0,213
"6/17/2021","CYCSP",0,213
"6/11/2021","CMAC",0,213
"8/6/2021","BURSI",0,213
"6/11/2021","OTHER",0,213
"7/15/2021","X20SPOT",0,213
"6/4/2021","LCW",0,213
"6/25/2021","OTHER",0,213
"7/15/2021","HVAR",0,213
"6/17/2021","LCW",0,213
"7/30/2021","HAXY",0,213
"7/23/2021","C7",0,213
"7/2/2021","CMAC",0,213
"8/13/2021","CANTHARID",0,213
"7/23/2021","HVAR",0,213
"7/9/2021","HCONV",0,213
"7/30/2021","C7",0,213
"7/9/2021","CMAC",0,213
"7/15/2021","ABIPN",0,213
"7/15/2021","OTHER",0,213
"7/30/2021","HVAR",0,213
"7/9/2021","OTHER",0,213
"7/15/2021","PQUA",0,213
"8/6/2021","LAMPY",0,213
"7/30/2021","HCONV",0,213
"6/4/2021","HPARN",0,213
"7/2/2021","BURSI",0,213
"8/6/2021","HCONV",0,213
"8/6/2021","CYCSP",0,213
"7/9/2021","H13",0,213
"7/30/2021","OTHER",0,213
"6/17/2021","OTHER",0,213
"6/17/2021","X20SPOT",0,213
"6/4/2021","HCONV",0,213
"7/15/2021","HPARN",0,213
"7/2/2021","HPARN",0,213
"8/13/2021","OTHER",0,213
"7/23/2021","BURSI",0,213
"6/17/2021","LAMPY",0,213
"7/9/2021","HPARN",0,213
"7/15/2021","HAXY",0,213
"7/23/2021","CANTHARID",0,213
"8/6/2021","H13",0,213
"7/9/2021","HAXY",0,213
"7/30/2021","CMAC",0,213
"7/9/2021","C7",0,213
"6/25/2021","HCONV",0,213
"7/30/2021","HPARN",0,213
"6/4/2021","PQUA",0,213
"7/9/2021","HVAR",0,213
"6/11/2021","LCW",0,213
"7/23/2021","ABIPN",0,213
"8/6/2021","HPARN",0,213
"7/23/2021","LAMPY",0,213
"8/6/2021","HAXY",0,213
"6/11/2021","HGLAC",0,213
"6/11/2021","HPARN",0,213
"7/9/2021","HGLAC",0,213
"7/2/2021","LCW",0,213
"6/17/2021","BURSI",0,213
"7/30/2021","LAMPY",0,213
"7/23/2021","HCONV",0,213
"6/17/2021","MECOP",0,213
"6/25/2021","CSTIG",0,213
"7/15/2021","CANTHARID",0,213
"7/9/2021","LCW",0,213
"6/17/2021","HAXY",0,213
"7/15/2021","CTRIF",0,213
"7/23/2021","PQUA",0,213
"7/2/2021","C7",0,213
"7/30/2021","BURSI",0,213
"7/23/2021","H13",0,213
"8/20/2021","HVAR",0,213
"7/2/2021","CANTHARID",0,213
"8/6/2021","OTHER",0,213
"8/13/2021","LCW",0,213
"6/4/2021","HVAR",0,213
"6/17/2021","CMAC",0,213
"8/6/2021","HGLAC",0,213
"6/4/2021","ABIPN",0,213
"6/17/2021","H13",0,213
"8/13/2021","PQUA",0,213
"7/2/2021","CSTIG",0,213
"7/2/2021","HGLAC",0,213
"7/23/2021","CTRIF",0,213
"6/25/2021","CMAC",0,213
"6/25/2021","H13",0,213
"7/30/2021","CSTIG",0,213
"7/23/2021","CMAC",0,213
"7/23/2021","OTHER",0,213
"7/30/2021","HGLAC",0,213
"7/9/2021","X20SPOT",0,213
"7/15/2021","BURSI",0,213
"7/30/2021","PQUA",0,213
"6/11/2021","HVAR",0,213
"7/30/2021","CTRIF",0,213
"7/2/2021","CTRIF",0,213
"6/25/2021","C7",0,213
"7/23/2021","CYCSP",0,213
"6/25/2021","CTRIF",0,213
"6/17/2021","C7",0,213
"6/25/2021","HGLAC",0,213
"7/9/2021","MECOP",0,213
"8/6/2021","LCW",0,213
"6/11/2021","MECOP",0,213
"7/23/2021","CSTIG",0,213
"7/15/2021","C7",0,213
"7/15/2021","MECOP",0,213
"6/17/2021","ABIPN",0,213
"7/2/2021","LAMPY",0,213
"6/17/2021","HVAR",0,213
"6/11/2021","X20SPOT",0,213
"7/30/2021","CANTHARID",0,213
"6/25/2021","HAXY",0,213
"7/2/2021","BURSI",0,214
"8/13/2021","CSTIG",0,214
"6/4/2021","X20SPOT",0,214
"7/15/2021","CYCSP",0,214
"8/13/2021","BURSI",0,214
"6/4/2021","LCW",0,214
"6/25/2021","PQUA",0,214
"7/2/2021","ABIPN",0,214
"8/13/2021","CTRIF",0,214
"6/11/2021","C7",0,214
"7/15/2021","CSTIG",0,214
"6/4/2021","OTHER",0,214
"8/13/2021","CMAC",0,214
"7/23/2021","HPARN",0,214
"6/11/2021","CMAC",0,214
"7/9/2021","ABIPN",0,214
"8/13/2021","HAXY",0,214
"8/13/2021","HPARN",0,214
"8/20/2021","LAMPY",0,214
"7/15/2021","CTRIF",0,214
"7/15/2021","OTHER",0,214
"8/6/2021","C7",0,214
"6/4/2021","CSTIG",0,214
"6/11/2021","BURSI",0,214
"6/11/2021","H13",0,214
"7/2/2021","X20SPOT",0,214
"7/15/2021","CMAC",0,214
"7/2/2021","CMAC",0,214
"7/30/2021","X20SPOT",0,214
"7/23/2021","X20SPOT",0,214
"6/4/2021","HGLAC",0,214
"7/23/2021","MECOP",0,214
"8/13/2021","HCONV",0,214
"8/6/2021","CYCSP",0,214
"6/11/2021","CTRIF",0,214
"6/4/2021","C7",0,214
"6/25/2021","HPARN",0,214
"7/23/2021","HGLAC",0,214
"7/2/2021","MECOP",0,214
"6/4/2021","MECOP",0,214
"6/4/2021","CANTHARID",0,214
"7/2/2021","CYCSP",0,214
"8/6/2021","CTRIF",0,214
"6/17/2021","HPARN",0,214
"6/25/2021","ABIPN",0,214
"8/13/2021","OTHER",0,214
"8/6/2021","CSTIG",0,214
"8/20/2021","LCW",0,214
"6/11/2021","CYCSP",0,214
"8/13/2021","H13",0,214
"6/11/2021","ABIPN",0,214
"6/11/2021","OTHER",0,214
"7/9/2021","C7",0,214
"6/4/2021","ABIPN",0,214
"6/25/2021","MECOP",0,214
"7/15/2021","HGLAC",0,214
"8/20/2021","CSTIG",0,214
"8/6/2021","CMAC",0,214
"8/6/2021","CANTHARID",0,214
"8/20/2021","BURSI",0,214
"6/4/2021","H13",0,214
"6/25/2021","LCW",0,214
"7/15/2021","HCONV",0,214
"6/11/2021","CSTIG",0,214
"8/20/2021","CANTHARID",0,214
"8/13/2021","C7",0,214
"8/20/2021","HPARN",0,214
"6/4/2021","HAXY",0,214
"7/23/2021","HCONV",0,214
"7/15/2021","LCW",0,214
"7/15/2021","LAMPY",0,214
"8/6/2021","HVAR",0,214
"7/23/2021","LCW",1,214
"7/30/2021","HCONV",0,214
"8/20/2021","X20SPOT",0,214
"6/17/2021","CTRIF",0,214
"6/11/2021","HAXY",1,214
"6/25/2021","CANTHARID",0,214
"7/9/2021","BURSI",0,214
"8/6/2021","ABIPN",0,214
"6/4/2021","BURSI",0,214
"8/20/2021","HCONV",0,214
"7/15/2021","MECOP",0,214
"8/13/2021","X20SPOT",0,214
"6/25/2021","X20SPOT",0,214
"8/20/2021","CMAC",0,214
"8/13/2021","LCW",0,214
"8/6/2021","BURSI",0,214
